Time (ps),-0.3,-0.25,-0.2,-0.15,-0.1,-0.05,-0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,1.5,1.55,1.6,1.65,1.7,1.75,1.8,1.85,1.9,1.95,2.0,110.0
0.100000,-0.000020,-0.000234,-0.000376,0.000031,-0.000193,-0.000610,0.000305,-0.000183,0.000458,-0.000224,-0.000580,0.000214,-0.000509,0.000071,0.000163,-0.000112,-0.000936,0.000478,0.000010,-0.000387,0.000285,-0.000397,-0.000732,-0.000214,-0.000122,0.000051,0.000081,-0.000173,-0.000366,-0.000122,-0.001221,0.000102,-0.000244,0.000112,-0.000570,-0.000112,0.000081,-0.000031,-0.000346,-0.000275,-0.000458,-0.000071,-0.000112,0.000122,0.000244,-0.000529,-0.000173,0.000224
0.110000,0.000590,-0.000336,0.000326,0.000407,-0.000417,0.000254,0.000153,0.000326,0.000183,-0.000224,0.000824,-0.000417,0.000071,0.000031,0.000264,0.000214,0.000417,0.000498,-0.000244,0.000031,-0.000234,0.000448,0.000366,-0.000122,-0.000244,0.000488,-0.000458,-0.000458,0.000051,0.000153,-0.000224,0.000498,-0.000244,-0.000407,-0.000112,0.000336,-0.000203,-0.000173,-0.000112,-0.000234,-0.000081,-0.000092,0.000234,0.000071,-0.000254,-0.000132,0.000153,0.000509
0.120000,-0.000407,0.000163,0.000366,-0.000326,-0.000356,-0.000214,0.000163,0.000142,0.000366,0.000193,0.000020,-0.000376,0.000844,0.000336,-0.000092,-0.000132,-0.000824,0.000305,0.000254,0.000366,-0.000193,0.000071,0.000437,-0.000092,-0.000539,0.000946,-0.000478,-0.000702,0.000020,-0.000590,0.000519,-0.000468,0.000254,-0.000000,-0.000183,0.000254,-0.000173,0.000122,0.000224,-0.000407,-0.000010,-0.000305,0.000092,0.000214,0.000264,-0.000570,-0.000376,0.000102
0.130000,-0.000092,-0.000173,-0.000743,0.000112,0.000743,0.000458,-0.000488,-0.000305,-0.000722,0.000020,-0.000356,-0.000244,0.000285,0.000356,0.000793,-0.000081,-0.000336,-0.000397,0.000254,0.000061,-0.000224,0.000295,-0.000285,-0.000010,-0.000539,-0.000437,-0.000173,0.000356,0.000926,-0.000315,0.000051,0.000417,0.000417,0.000081,-0.000041,0.000112,-0.000142,0.000010,0.000702,0.000448,-0.000010,0.000224,-0.000346,0.000244,-0.000275,0.000559,-0.000102,-0.000295
0.140000,-0.000203,-0.000010,-0.000519,0.000041,-0.000061,0.000193,0.000153,0.000203,-0.000458,-0.000214,-0.000488,-0.000214,0.000275,-0.001058,0.000000,-0.000448,-0.000376,0.000020,0.000346,-0.000397,0.000407,-0.000234,-0.000417,0.000112,0.000631,-0.000641,0.000142,0.000305,-0.000498,-0.000010,-0.000264,0.000203,-0.000122,0.000061,0.000214,0.000346,0.000275,-0.000020,0.000356,-0.000641,-0.000295,-0.000254,-0.000315,0.000071,-0.000234,0.000407,0.000061,0.000081
0.150000,0.000549,0.000061,-0.000051,-0.000427,-0.000783,0.000061,0.000264,0.000061,-0.000641,-0.000102,-0.000153,-0.000509,0.000122,-0.000214,-0.000081,-0.000600,0.000264,0.000224,-0.000478,0.000264,-0.000264,0.000031,0.000264,0.000407,-0.000295,-0.000193,0.000671,0.000448,0.000498,-0.000468,-0.000163,-0.000417,0.000458,-0.000020,0.000264,-0.000112,0.000142,0.000376,0.000020,-0.000275,-0.000376,-0.000397,-0.000010,-0.000407,-0.000295,0.000020,0.001261,0.000295
0.160000,0.000305,-0.000326,-0.000437,-0.000580,-0.000295,-0.000478,-0.000061,-0.000610,0.000743,-0.000193,0.000458,0.000366,-0.000193,-0.000366,-0.000254,0.000000,0.000173,-0.000366,-0.000549,0.000020,-0.000173,0.000163,0.000061,-0.000264,0.000743,-0.000173,0.000610,0.000214,-0.000092,-0.000000,0.000092,-0.000590,0.000020,-0.000346,0.000244,0.000041,0.000142,0.000081,0.000031,-0.000407,-0.000112,-0.000224,0.000153,-0.000041,-0.000183,0.000081,0.000031,0.000163
0.170000,-0.000081,-0.000478,0.000163,0.000122,0.000264,-0.000173,0.000326,-0.000315,0.000285,-0.000122,0.000244,-0.000183,-0.000488,0.000285,0.000020,-0.000651,0.000366,0.000397,0.000417,-0.000509,0.000448,-0.000356,-0.000753,0.000031,-0.000529,0.000264,-0.000580,-0.000203,0.000407,-0.000824,0.000346,-0.000234,-0.000326,-0.000132,0.000254,0.000000,-0.000275,-0.000285,-0.000112,0.000031,0.000142,-0.000356,-0.000244,-0.000326,-0.000132,-0.000285,-0.000519,-0.000153
0.180000,0.000183,-0.000112,-0.000153,-0.000244,-0.000692,-0.000254,0.000142,0.000559,0.000163,0.000122,0.000549,-0.000397,0.000051,-0.000061,0.000437,0.000458,0.000183,-0.000397,-0.000275,-0.000427,-0.000203,-0.000407,-0.000264,-0.000112,0.000397,-0.000153,-0.000651,-0.000203,0.001078,0.000041,-0.000092,-0.000417,0.000020,-0.000214,0.000214,-0.000285,-0.000356,0.000234,-0.000051,-0.000122,-0.000051,0.000224,-0.000010,-0.000234,0.000112,0.000071,-0.000122,0.000427
0.190000,-0.000031,0.000203,0.000549,0.000112,0.000254,0.000112,-0.000122,-0.000285,0.000051,0.000061,-0.000336,0.000071,0.000031,-0.000244,0.000305,-0.000020,0.000214,0.000224,0.000366,0.000071,0.000132,0.000407,-0.000264,-0.000315,-0.000081,-0.000437,-0.001099,-0.000244,0.000031,0.000173,-0.000580,-0.000153,0.000397,-0.000264,-0.000112,-0.000295,0.000397,-0.000071,0.000010,0.000315,-0.000203,-0.000102,0.000295,-0.000458,0.000397,0.000702,-0.000254,-0.000010
0.200000,-0.000417,0.000366,0.000285,-0.000305,-0.000112,-0.000366,0.000112,-0.000305,0.000031,0.000061,0.000183,0.000020,-0.000203,-0.000112,0.000081,0.000183,-0.000163,0.000112,0.000142,0.000712,-0.000295,0.000397,0.000010,0.000092,-0.000397,0.000498,-0.000102,-0.000295,0.000254,-0.000651,0.000773,0.000356,-0.000264,-0.000081,0.000183,-0.000122,0.000173,-0.000844,0.000244,0.000203,0.000366,-0.000142,-0.000244,0.000305,-0.000336,-0.000081,0.000173,-0.000102
0.210000,-0.000193,-0.000234,0.000071,-0.000264,0.000041,0.000081,0.000834,-0.000214,-0.000773,-0.000214,-0.000153,0.000621,0.000031,0.000621,-0.000885,-0.000295,-0.000081,0.000173,0.000122,-0.000366,-0.000214,-0.000427,0.000397,0.000081,-0.000702,0.000112,-0.000519,0.000641,0.000590,0.000336,-0.000621,-0.000020,-0.000997,-0.000071,-0.000275,0.000092,0.000183,0.000448,-0.000132,0.000020,-0.000376,-0.000112,-0.000753,-0.000112,0.000193,-0.000092,-0.000671,-0.000000
0.220000,0.000163,-0.000743,-0.000407,-0.000387,0.000254,0.000366,0.000387,-0.000163,-0.000763,-0.000326,0.000041,-0.000275,-0.000061,-0.000254,0.000397,-0.000783,0.000142,-0.000020,0.000468,0.000122,0.000305,0.000254,0.000010,0.000203,-0.000682,0.000224,0.000010,-0.000234,-0.000173,0.000041,-0.000041,0.000031,-0.000041,-0.000549,-0.000153,0.000173,-0.000102,-0.000142,0.000814,-0.000112,0.000326,-0.000549,0.000000,0.000254,-0.000203,0.000132,-0.000885,-0.000061
0.230000,0.000214,-0.000092,-0.000142,-0.000203,0.000509,0.000061,-0.000478,0.000305,-0.000092,0.000224,-0.000397,0.000193,-0.000173,0.000163,0.000081,-0.000793,0.000031,-0.000020,0.000600,0.000061,0.000203,-0.000122,-0.000305,-0.000285,-0.000417,0.000031,0.000061,0.000244,0.000214,-0.000692,-0.000051,0.000631,0.000407,-0.000458,0.000183,-0.000031,-0.000285,0.000061,-0.000458,-0.000122,-0.000326,0.000295,-0.000610,-0.000142,-0.000071,0.000275,0.000346,-0.000559
0.240000,0.000437,0.000092,-0.000061,0.000468,-0.000163,-0.000051,-0.000081,0.000529,0.000132,-0.000041,-0.000295,-0.000448,-0.001821,-0.000051,0.000183,-0.000448,-0.000071,0.000285,0.000132,-0.000122,-0.000244,-0.000132,0.000081,0.000529,0.000519,-0.000376,-0.000264,-0.000244,0.000173,-0.000020,0.000163,0.000437,0.000356,-0.000214,-0.000153,-0.000031,-0.000173,-0.000010,-0.000285,-0.000285,0.000112,-0.000010,-0.000193,-0.000244,0.000326,0.000244,-0.000061,-0.000458
0.250000,-0.000031,0.000498,-0.000031,0.000112,-0.000132,0.000397,-0.000336,0.000132,0.000163,0.000020,-0.000183,-0.000173,-0.000061,0.000112,-0.000122,-0.000519,0.000356,-0.000051,0.000020,0.000122,-0.000600,0.000071,0.000051,0.000498,0.000132,0.000081,0.000275,-0.001170,0.000254,0.000356,0.000336,-0.000244,-0.000153,-0.000336,-0.000183,-0.000326,0.000458,-0.000173,0.000519,0.000427,0.000285,0.000153,0.000834,-0.000448,0.000448,-0.000081,-0.000020,-0.000122
0.260000,0.000346,-0.000326,0.000305,-0.000041,-0.000020,-0.000010,-0.000427,0.000153,-0.000824,0.000010,0.000041,0.000417,-0.000356,0.000153,-0.000326,0.000122,-0.000122,-0.000315,0.000326,-0.000010,0.000061,0.000559,-0.000376,-0.000214,0.000264,-0.000031,0.000061,-0.000173,-0.000081,-0.000275,-0.000010,-0.000020,-0.000132,-0.000153,-0.000224,0.000041,-0.000366,-0.000234,0.000285,0.000061,0.000163,0.000641,0.000000,-0.000051,0.000305,-0.000092,0.000315,0.000000
0.270000,0.000214,-0.000244,-0.000081,-0.000346,-0.000397,0.000641,0.000366,0.000214,0.000142,-0.000468,0.000275,0.000275,0.000020,0.000946,-0.000081,-0.000285,0.000234,-0.000641,0.000356,0.000519,-0.000295,-0.000488,-0.000254,-0.000529,0.000142,-0.000539,0.000041,-0.000214,-0.000020,0.000153,-0.000102,-0.000448,-0.000468,0.000173,-0.000854,-0.000132,0.000163,0.000275,0.000163,0.000254,0.000051,-0.000254,-0.000071,0.000346,0.000163,-0.000203,-0.000071,-0.000061
0.280000,0.000142,0.000153,0.000193,0.000203,-0.001302,0.000478,-0.000275,-0.000153,0.000031,-0.000234,0.000041,-0.000295,-0.000193,-0.000031,-0.000264,-0.000549,-0.000956,0.000102,0.000112,-0.000051,-0.000509,0.000214,-0.000387,0.000661,0.000142,0.000020,-0.000224,0.000254,-0.000336,0.000173,-0.000010,0.000081,0.000488,0.000224,0.000254,-0.000275,-0.000214,-0.000051,0.000041,-0.000387,-0.000020,0.000244,-0.000305,0.000295,-0.000010,0.000041,0.000193,-0.000346
0.290000,0.000305,0.000295,-0.000244,-0.000193,-0.000224,-0.000031,0.000112,0.000142,-0.000031,-0.000000,-0.000397,0.000020,-0.000295,-0.000102,0.000061,0.000214,0.000071,0.000356,0.000356,0.000285,0.000031,0.000153,0.000041,-0.000061,0.000417,-0.000214,-0.000346,-0.000356,0.000407,-0.000041,0.000519,-0.000559,0.000254,-0.000387,-0.000234,0.000122,0.000366,0.000264,-0.000417,0.000203,-0.000092,-0.000061,0.000102,0.000031,-0.000254,-0.000051,0.000061,0.000132
0.300000,-0.000173,-0.000142,0.000051,-0.000397,-0.000315,0.000193,-0.000315,0.000244,-0.000295,-0.000244,-0.000122,-0.000112,0.000356,0.000153,0.000397,-0.000966,-0.000285,0.000427,-0.000183,-0.000326,0.000671,-0.000702,-0.000264,0.000163,-0.000631,-0.000519,-0.000814,-0.000224,0.001394,0.000071,0.000203,-0.000743,0.000366,0.000122,-0.000031,0.000071,0.000651,-0.000275,-0.000102,0.000010,0.000122,0.000102,0.000264,0.000010,0.000020,0.000061,0.000448,-0.000020
0.310000,0.000061,-0.000244,-0.000621,-0.000305,0.000214,0.000448,0.000448,0.000071,-0.000092,0.000132,-0.000295,-0.000163,0.000061,0.000621,0.000041,0.000336,0.000153,-0.000804,0.000092,0.000804,0.000203,-0.000488,-0.000417,-0.000193,-0.000010,-0.000305,0.000000,-0.000061,0.000122,-0.000224,0.000285,-0.000570,0.000092,0.000071,0.000041,-0.000214,-0.000142,-0.000153,-0.000468,-0.000264,-0.000570,-0.000081,-0.000092,0.000031,0.000671,0.000234,0.000214,-0.000458
0.320000,0.000010,0.000549,-0.000031,-0.000153,0.000112,0.000498,0.000264,0.000224,-0.000203,0.000244,-0.000081,0.000346,0.000366,0.000590,0.000519,-0.000285,0.000203,-0.000305,0.000203,0.000498,-0.000336,-0.000173,-0.000529,0.000641,-0.000559,0.000153,-0.000081,0.000570,-0.000254,-0.000346,-0.000346,-0.000437,-0.000458,0.000244,0.000315,-0.000081,-0.000743,0.000427,-0.000254,-0.000336,0.000020,-0.000448,0.000000,0.000041,-0.000081,0.000061,-0.000285,-0.000061
0.330000,0.000600,0.000214,0.000203,-0.000234,-0.000498,0.000051,0.000315,0.000468,-0.000336,0.000020,-0.000041,0.000509,-0.000244,0.000081,0.000783,0.000295,-0.000112,-0.000427,-0.000061,0.001434,-0.000631,0.000112,-0.000539,-0.000163,-0.000305,0.000122,0.000061,-0.000254,-0.000173,-0.000163,0.000193,0.000326,-0.000132,-0.000010,0.000397,0.000366,0.000031,0.000092,0.000010,-0.000509,-0.000387,0.000214,0.000020,-0.000102,-0.000315,0.000000,0.000234,-0.000041
0.340000,0.000173,0.000132,0.000244,-0.000366,-0.000397,-0.000153,-0.000326,0.000427,0.000264,0.000000,0.000142,0.000081,-0.000519,0.000437,0.000285,-0.000112,0.000580,0.000417,0.000407,0.001048,0.000254,-0.000000,-0.000214,-0.000376,0.000244,0.000173,-0.000031,0.000224,-0.000092,0.000092,0.000448,-0.000102,-0.000488,-0.000122,0.000122,0.000529,-0.000264,0.000092,-0.000051,0.000081,-0.000407,-0.000173,-0.000264,-0.000153,0.000010,0.000264,-0.000051,0.000112
0.350000,0.000631,0.000264,-0.000163,-0.000102,-0.000020,0.000285,-0.000366,0.000458,0.000437,0.000214,-0.000061,-0.000427,0.000244,-0.000621,0.000519,0.000285,0.000488,-0.000468,0.000071,-0.000305,0.000102,-0.000020,-0.000407,-0.000356,-0.000529,0.000478,0.000275,0.000285,0.000153,0.000478,-0.000092,-0.000722,-0.000051,0.000183,-0.000234,0.000488,-0.000275,0.000488,0.000285,0.000031,0.000285,-0.000254,0.000061,0.000051,-0.000478,0.000010,-0.000183,0.000783
0.360000,-0.000010,-0.000468,0.000336,-0.000081,-0.000600,-0.000051,0.000264,0.000834,-0.000275,-0.000214,0.000590,-0.000275,0.000305,-0.000356,-0.000193,-0.000010,-0.000793,0.000387,0.000193,0.000539,-0.000804,0.000112,0.000448,-0.000559,0.000051,-0.000244,0.000203,-0.000549,-0.000315,-0.000061,-0.000275,0.000804,-0.000356,-0.000488,0.000458,0.000498,-0.000010,0.000153,0.000376,0.000102,-0.000102,0.000285,-0.000041,0.000173,0.000529,0.000285,-0.000336,-0.000854
0.370000,0.000244,-0.000885,-0.000275,-0.000102,0.000366,0.000346,0.000437,-0.000559,-0.000326,0.000102,-0.000193,0.000315,-0.000010,0.000041,-0.000580,0.000468,0.000366,0.000142,0.000010,-0.000387,-0.000397,0.000132,0.000631,0.000783,-0.000468,-0.000092,0.000193,0.000417,-0.000387,-0.000326,-0.000346,-0.000264,-0.000631,0.000193,-0.000031,-0.000244,-0.000203,0.000285,0.000061,-0.000285,0.000183,0.000122,-0.000275,-0.000244,-0.000346,0.000041,0.000193,-0.000224
0.380000,0.000509,0.000112,-0.000305,-0.000183,0.000458,-0.000427,-0.000092,-0.000916,-0.000397,-0.000163,0.000041,0.000193,0.000102,-0.000132,0.000031,0.000203,-0.000234,-0.000254,-0.000244,-0.000031,0.000061,-0.000203,-0.000092,-0.000122,-0.000417,-0.000610,-0.000356,0.000824,0.000153,-0.000305,0.000590,0.000020,-0.000570,-0.000539,-0.000071,-0.000539,-0.000478,0.000305,0.000580,0.000041,0.000163,0.000224,0.000061,0.000407,0.000549,0.000163,0.000132,-0.000244
0.390000,0.000326,0.000295,0.000285,-0.000102,-0.000234,-0.000112,-0.000081,0.000387,-0.000081,-0.000163,-0.000244,0.000397,-0.000448,-0.000275,-0.000407,-0.000153,-0.000041,-0.000102,-0.000448,0.000275,-0.000326,0.000061,-0.000163,-0.000071,0.000122,-0.000580,0.000102,-0.001261,0.000580,0.000682,0.000264,0.000041,0.000478,-0.000417,-0.000346,0.000092,-0.000173,0.000478,-0.000092,-0.000397,0.000142,0.000102,0.000437,0.000142,0.000112,0.000010,0.000163,0.000051
0.400000,-0.000000,0.000132,0.000173,-0.000183,-0.000376,-0.000651,0.000193,0.000509,0.000010,0.000488,0.000122,0.000173,-0.000468,-0.000122,-0.000142,0.000336,0.000234,-0.000071,-0.000112,-0.000234,-0.000244,-0.000956,0.000193,-0.000834,-0.000173,-0.000315,-0.000193,0.000020,-0.000010,-0.000153,0.000244,0.000366,0.000580,-0.000132,0.000193,0.000092,-0.000407,-0.000071,-0.000234,0.000326,-0.000020,0.000203,-0.000010,-0.000397,-0.000326,-0.000081,-0.000031,-0.000437
0.410000,0.000071,-0.000916,0.000712,0.000224,-0.000305,-0.000112,0.000183,-0.000570,-0.000102,-0.000407,-0.000031,-0.000112,-0.000498,0.000753,-0.000407,0.000407,-0.000651,0.000031,-0.000132,-0.000122,-0.000366,-0.000315,-0.000163,0.000193,-0.000427,0.000163,-0.000061,-0.000041,-0.000051,-0.000376,-0.000437,0.001139,0.000621,-0.000041,0.000061,0.000254,-0.000092,-0.000051,0.000051,0.000173,0.000071,0.000356,0.000397,0.000031,-0.000254,0.000010,-0.000203,-0.000193
0.420000,-0.000407,-0.000081,0.000122,0.000529,-0.000448,0.000722,-0.000224,0.000122,-0.000051,-0.000092,0.000112,-0.000122,-0.000163,0.000122,-0.000600,0.000397,-0.000346,0.000336,0.000448,-0.000020,0.000193,-0.000203,0.000214,-0.000946,0.000458,-0.000763,-0.000610,-0.001445,0.000020,0.000478,-0.000010,-0.000183,-0.000132,-0.000651,0.000183,0.000366,0.000010,0.000092,-0.000610,0.000051,0.000071,-0.000051,-0.000244,0.000173,-0.000305,0.000020,0.000183,0.000254
0.430000,0.000336,-0.000051,-0.000102,0.000041,-0.000621,-0.000244,-0.000081,-0.000254,-0.000041,-0.000224,0.000203,-0.000437,0.000631,-0.000712,0.000936,0.000305,0.000468,-0.000336,-0.000559,-0.000458,0.000234,-0.000529,0.000031,-0.000153,0.000590,-0.000519,-0.000244,-0.000559,0.000376,-0.000193,0.000285,0.000112,0.000417,0.000031,0.000102,0.000621,-0.000295,-0.000214,0.000305,-0.000366,0.000071,0.000081,0.000031,-0.000610,-0.000163,0.000478,0.000580,-0.000132
0.440000,-0.000326,-0.000000,-0.000498,-0.000183,0.000397,0.000275,-0.000275,-0.000224,-0.000519,-0.000010,-0.000315,-0.000326,-0.000458,0.000702,-0.000153,-0.000427,-0.000488,-0.000366,0.000122,0.001424,0.000081,0.000224,-0.000315,0.000244,-0.000346,-0.000142,-0.000163,0.000712,0.000234,-0.000153,-0.000112,-0.000071,0.000061,0.000183,0.000549,0.000102,-0.000285,0.000142,-0.000275,-0.000051,0.000092,-0.000010,0.000397,-0.000285,0.000010,0.000183,-0.000356,-0.000020
0.450000,-0.000081,0.000153,-0.000315,-0.000417,-0.000549,-0.000356,-0.000010,0.000346,-0.000031,0.000793,-0.000264,0.000610,0.000153,0.000031,-0.000559,0.000142,-0.000407,-0.000224,0.000702,-0.000041,0.000417,-0.000641,0.000264,0.000570,0.000132,-0.000468,-0.000061,0.000051,-0.000224,-0.000071,0.000498,-0.000092,0.000102,-0.000000,-0.000081,0.000041,0.000173,-0.000020,-0.000285,0.000020,0.000417,0.000407,0.000132,-0.000254,-0.000071,0.000559,0.000193,0.000295
0.460000,-0.000305,0.000275,-0.000173,-0.000264,-0.000509,-0.000468,0.000529,0.000010,-0.000214,0.000387,-0.000916,-0.000081,0.000926,0.000153,-0.000092,-0.000346,-0.000092,0.000264,0.000224,0.000224,-0.000020,0.000926,0.000122,-0.000102,-0.000173,0.000010,0.000600,-0.000519,0.000112,-0.000488,0.000427,-0.000254,0.000112,-0.000031,0.000031,0.000020,-0.000020,0.000488,-0.000346,0.000020,0.000234,-0.000010,0.000132,0.000387,0.000244,0.000356,-0.000437,-0.000173
0.470000,0.000183,-0.000112,0.000234,0.000397,-0.000112,0.000234,-0.000163,-0.000102,-0.000702,-0.000865,-0.000224,0.000387,-0.000061,-0.000000,0.000163,-0.000661,0.000254,-0.000234,0.001170,0.000102,0.000621,0.000153,-0.000437,0.000153,0.000977,-0.000031,-0.000132,0.000092,0.000305,-0.000122,0.000844,0.000031,0.000061,-0.000132,-0.000224,0.000112,0.000132,-0.000051,0.000112,-0.000427,-0.000031,-0.000387,-0.000061,-0.000366,-0.000275,-0.000153,-0.000132,-0.000336
0.480000,0.000244,0.000387,-0.000254,-0.000275,-0.000112,-0.000651,-0.000264,-0.000031,-0.000203,-0.000407,-0.000061,0.000031,-0.000112,-0.000376,-0.000387,0.000041,0.000366,0.000132,-0.000214,0.000254,0.000224,0.000783,0.000275,-0.000092,-0.000295,-0.000010,0.000549,0.000661,-0.000153,0.000824,0.000285,0.000285,-0.000702,0.000295,0.000183,0.000183,-0.000071,0.000081,0.000010,-0.000509,0.000173,0.000020,-0.000417,0.000010,-0.000722,-0.000020,-0.000387,0.000275
0.490000,0.000142,0.000448,-0.000366,0.000122,-0.000336,-0.000631,0.000020,0.000092,-0.000051,0.000631,-0.000081,0.000183,-0.000081,0.000295,-0.000051,-0.000356,-0.000112,0.000468,-0.000397,-0.000071,-0.001048,0.000376,0.000010,0.000081,-0.000743,-0.000193,-0.000214,0.000305,-0.000468,0.000427,0.000122,-0.000376,-0.000010,0.000448,-0.000122,-0.000000,0.000336,0.000173,0.000224,0.000051,0.000295,-0.000071,-0.000407,-0.000122,0.000661,-0.000061,-0.000641,-0.000346
0.500000,-0.000661,-0.000509,-0.000183,0.000315,0.000051,-0.000031,-0.000295,-0.000071,0.000264,-0.000153,0.000692,-0.000437,-0.000234,-0.000722,0.000122,-0.000315,0.000773,-0.000203,0.000346,0.000214,-0.000071,-0.000956,0.000743,-0.000702,-0.000254,-0.000600,0.000631,0.000315,0.000031,-0.000203,-0.000142,-0.000478,0.000437,-0.000305,-0.000051,0.000254,0.000153,0.000071,-0.000142,-0.000498,-0.000041,-0.000254,0.000092,-0.000478,-0.000264,-0.000102,0.000732,-0.000397
